age,workclass,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
58,Private,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
42,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
25,Private,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
45,State-gov,11,Married-civ-spouse,Prof-specialty,Wife,Other,Female,0,0,40,Other,>50K
56,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,Other,Male,0,0,30,United-States,>50K
50,Private,9,Never-married,Tech-support,Own-child,White,Male,0,0,15,United-States,<=50K
54,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
45,Private,9,Widowed,Sales,Unmarried,White,Female,0,0,45,United-States,<=50K
58,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,10,Separated,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
30,Private,9,Separated,Farming-fishing,Unmarried,White,Female,0,0,14,United-States,<=50K
48,Self-emp-not-inc,11,Married-civ-spouse,Other-service,Wife,White,Female,0,0,15,United-States,<=50K
34,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
64,Local-gov,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
30,Private,13,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
26,Private,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
36,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,3325,0,40,United-States,<=50K
60,Private,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,1741,40,United-States,<=50K
48,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
33,Private,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
41,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
45,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50,United-States,>50K
31,Private,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States,<=50K
33,Private,13,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,<=50K
38,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,44,United-States,>50K
45,State-gov,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
17,Private,6,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
50,Self-emp-not-inc,9,Divorced,Exec-managerial,Not-in-family,White,Female,99999,0,35,United-States,>50K
40,Private,12,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
71,Private,9,Widowed,Sales,Unmarried,White,Female,0,0,20,United-States,<=50K
35,Private,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Other,<=50K
29,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
20,Private,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,10,Other,<=50K
47,Self-emp-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,15024,0,40,United-States,>50K
69,State-gov,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,16,United-States,<=50K
28,State-gov,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
25,Private,13,Never-married,Other-service,Own-child,White,Male,0,0,43,United-States,<=50K
58,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
27,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,<=50K
36,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,52,United-States,<=50K
59,Private,4,Separated,Other-service,Own-child,Black,Female,0,0,38,United-States,<=50K
41,Private,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Other,>50K
23,Private,8,Never-married,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,<=50K
34,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
30,Private,11,Separated,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
26,Private,7,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,United-States,<=50K
58,State-gov,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
59,Self-emp-not-inc,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
45,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
20,Private,10,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K
27,Private,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
28,Private,10,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,45,United-States,<=50K
50,Private,9,Married-civ-spouse,Other-service,Wife,Other,Female,0,0,30,United-States,<=50K
21,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,36,United-States,<=50K
22,Private,9,Never-married,Other-service,Unmarried,White,Male,0,0,40,United-States,<=50K
44,Self-emp-inc,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,>50K
52,Federal-gov,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,>50K
60,Unknown,14,Married-civ-spouse,Unknown,Husband,White,Male,0,0,40,United-States,<=50K
41,Federal-gov,13,Married-civ-spouse,Adm-clerical,Wife,Other,Female,0,0,40,Other,>50K
23,Unknown,13,Never-married,Unknown,Own-child,White,Male,0,0,42,United-States,<=50K
33,Private,7,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,60,United-States,<=50K
72,Self-emp-not-inc,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,14,United-States,<=50K
60,Private,9,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
61,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
57,Private,10,Widowed,Adm-clerical,Unmarried,Other,Female,0,0,40,United-States,<=50K
57,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
49,Local-gov,6,Separated,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
33,Federal-gov,9,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,34,Other,<=50K
45,Local-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
34,Federal-gov,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,44,United-States,<=50K
38,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Other,<=50K
44,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
64,Self-emp-not-inc,5,Separated,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,<=50K
38,Private,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Other,<=50K
66,Local-gov,10,Widowed,Machine-op-inspct,Not-in-family,White,Male,0,0,20,United-States,<=50K
39,Private,13,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,45,Other,>50K
36,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,>50K
35,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,1887,40,United-States,>50K
38,Unknown,5,Never-married,Unknown,Own-child,White,Female,0,0,12,United-States,<=50K
43,Self-emp-not-inc,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,Unknown,<=50K
57,Self-emp-not-inc,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
51,Private,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
32,State-gov,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,55,United-States,<=50K
24,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
55,Private,13,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0,0,40,Other,<=50K
68,Private,9,Widowed,Sales,Not-in-family,White,Female,0,0,24,United-States,<=50K
33,Private,14,Divorced,Exec-managerial,Own-child,White,Female,14084,0,50,United-States,>50K
56,Private,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
26,Self-emp-not-inc,3,Never-married,Prof-specialty,Unmarried,White,Male,0,0,14,Other,<=50K
67,Unknown,4,Divorced,Unknown,Not-in-family,White,Male,0,0,3,United-States,<=50K
28,Private,10,Never-married,Craft-repair,Own-child,White,Male,0,0,50,United-States,<=50K
19,Private,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,25,Unknown,<=50K
20,State-gov,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
26,State-gov,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,3942,0,7,United-States,<=50K
21,Local-gov,8,Never-married,Handlers-cleaners,Unmarried,Black,Female,0,0,20,United-States,<=50K
47,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
30,Private,10,Divorced,Other-service,Unmarried,White,Female,0,0,35,United-States,<=50K
55,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,8,United-States,<=50K
37,Self-emp-not-inc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,<=50K
58,Local-gov,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,<=50K
27,Private,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,35,United-States,<=50K
70,Private,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,9,Divorced,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,<=50K
43,Private,10,Married-civ-spouse,Sales,Husband,Other,Male,0,0,40,United-States,<=50K
51,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,Other,Male,0,2415,40,Other,>50K
44,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
50,Unknown,7,Married-civ-spouse,Unknown,Own-child,Black,Female,0,0,40,United-States,<=50K
22,Private,10,Divorced,Sales,Own-child,Other,Female,0,0,30,Other,<=50K
61,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,32,United-States,>50K
18,Private,9,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,Other,<=50K
25,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
31,Unknown,10,Never-married,Unknown,Unmarried,Black,Female,0,0,40,United-States,<=50K
17,Private,5,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States,<=50K
28,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
47,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,2885,0,32,United-States,<=50K
53,Private,13,Married-civ-spouse,Sales,Husband,Other,Male,0,1485,40,Other,>50K
18,Unknown,8,Never-married,Unknown,Not-in-family,White,Male,0,0,25,United-States,<=50K
47,Local-gov,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,45,United-States,<=50K
63,Federal-gov,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K
38,Private,9,Separated,Craft-repair,Unmarried,White,Female,0,0,35,United-States,<=50K
47,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
83,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2392,55,United-States,>50K
43,Private,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K
37,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
44,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,60,United-States,>50K
63,Private,3,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0,0,32,Other,<=50K
36,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4064,0,40,United-States,<=50K
41,Private,9,Married-spouse-absent,Transport-moving,Unmarried,Black,Male,0,0,50,United-States,<=50K
59,Private,10,Married-civ-spouse,Other-service,Husband,Other,Male,0,0,40,Other,<=50K
56,Self-emp-not-inc,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,<=50K
22,Unknown,10,Never-married,Unknown,Own-child,White,Male,0,0,25,United-States,<=50K
44,State-gov,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,<=50K
62,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
31,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
25,Private,13,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
37,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
50,Private,2,Married-spouse-absent,Other-service,Not-in-family,White,Male,0,0,40,Other,<=50K
47,Private,6,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
46,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
18,Private,8,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
29,Federal-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,46,United-States,>50K
25,Private,11,Never-married,Sales,Not-in-family,White,Male,27828,0,40,United-States,>50K
30,Private,10,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
24,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,36,United-States,<=50K
48,Federal-gov,13,Divorced,Exec-managerial,Unmarried,White,Male,0,0,58,United-States,>50K
38,State-gov,9,Never-married,Other-service,Unmarried,Black,Female,114,0,38,United-States,<=50K
34,Private,9,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,0,0,40,Other,<=50K
31,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
24,Private,13,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,32,United-States,<=50K
65,Local-gov,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,20,United-States,<=50K
42,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
25,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
36,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States,>50K
49,Private,5,Married-spouse-absent,Other-service,Not-in-family,Black,Female,0,0,16,Other,<=50K
28,Private,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K
25,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,<=50K
33,Private,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,5178,0,40,United-States,>50K
32,Local-gov,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
28,Private,14,Never-married,Exec-managerial,Not-in-family,Other,Male,0,0,30,Other,<=50K
25,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
35,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,60,United-States,>50K
37,Private,6,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,65,United-States,<=50K
53,Private,9,Divorced,Machine-op-inspct,Unmarried,Black,Male,0,0,32,United-States,<=50K
21,Unknown,10,Never-married,Unknown,Own-child,White,Male,0,0,35,United-States,<=50K
31,Private,10,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
50,Self-emp-inc,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,30,United-States,<=50K
32,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
48,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,25,United-States,>50K
23,Private,10,Never-married,Adm-clerical,Own-child,Other,Female,0,0,40,Other,<=50K
35,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50K
71,Self-emp-not-inc,10,Separated,Sales,Unmarried,Black,Male,0,1816,2,United-States,<=50K
29,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
41,Private,5,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,80,United-States,<=50K
64,Self-emp-not-inc,9,Widowed,Sales,Not-in-family,White,Female,0,0,70,United-States,<=50K
45,Private,9,Separated,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K
40,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
23,Private,13,Never-married,Adm-clerical,Own-child,White,Female,2174,0,40,United-States,<=50K
37,Private,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Other,<=50K
66,Self-emp-not-inc,9,Widowed,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
29,Private,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
47,Private,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,Other,<=50K
46,Private,13,Divorced,Exec-managerial,Not-in-family,White,Male,27828,0,50,United-States,>50K
28,Private,11,Never-married,Transport-moving,Own-child,Black,Male,0,0,40,Other,<=50K
52,Local-gov,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
31,Local-gov,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K
24,Private,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,20,United-States,<=50K
35,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
38,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
28,Local-gov,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
35,Private,14,Married-civ-spouse,Exec-managerial,Husband,Other,Male,0,0,65,Other,>50K
22,Private,9,Never-married,Transport-moving,Not-in-family,White,Female,0,0,46,United-States,<=50K
40,Self-emp-not-inc,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,2174,0,40,United-States,<=50K
37,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,45,Unknown,<=50K
32,Self-emp-not-inc,7,Separated,Handlers-cleaners,Unmarried,White,Female,0,0,40,Other,<=50K
